the_geom,PHYSICALID,L_LOW_HN,L_HIGH_HN,R_LOW_HN,R_HIGH_HN,L_ZIP,R_ZIP,STATUS,BIKE_LANE,TRAFDIR,RW_TYPE,PRE_TYPE,POST_TYPE,OBJECTID,FCC,Left side Block Face ID,Right Side Block Face ID,Average Travel Time,Roadway Jurisdiction,NOMINALDIR,ACCESSIBLE,NONPED,Borough Code,Borough Indicator,Segloc Status,San District Inc,Left Side Subset,Right Side Subset,Continuous Parity Flag,Twisted Parity Flag,Posted Speed,Segment Length,Street Width,Street Width IRR,Special Disaster,Fire Lane,CREATED_DATE,MODIFIED_DATE,WITHIN_BNDY_DIST,TRUCK ROUTE TYPE,Collection Method,FROM_LEVEL_CODE,TO_LEVEL_CODE,B5SC,Snow Priority,JOINID,BPHYS_ID,Cartography Display Level,Number Travel Lanes,Number Park Lanes,Number Total Lane,Pre-Modifier,Pre-Directional,Post Directional,Post Modifier,Full Street Name,BIKE TRAFFIC DIRECTION,SHAPE__Length,GlobalID,SEGMENT_TYPE,SEGMENT_TYPE_VALUE,STREET NAME,Street Name Label,nearest_station,normalized_street_name,in_dot_dataset
"MULTILINESTRING ((-73.890405696328 40.686708513944, -73.889764313511 40.686892675658))",183774,,,,,11385.0,11385.0,2,1.0,NV,6,,,115726,,2022600713.0,2022607691.0,,,,,D,4,,,,,,,N,,,8.0,,,,04/18/2011 12:58:29 PM +0000,04/20/2018 04:23:05 PM +0000,,,,13,13,400088,,,,,1.0,0.0,1.0,,,,,HIGHLAND PARK GREENWAY,TW,76.34568956892495,0945c6b0-1c56-4d35-8552-fd4fde637512,,,HIGHLAND PARK GREENWAY,HIGHLAND PARK GREENWAY,4,4-highland park greenway,False
"MULTILINESTRING ((-74.092771902476 40.567951618798, -74.092530612056 40.567750322697, -74.091746841386 40.567288313924))",123657,,,,,10306.0,10306.0,2,,NV,6,,,100393,,,,,,,,D,5,,,,1E,1E,,N,,950.72707396,,,,,03/28/2011 11:48:03 AM +0000,05/02/2022 04:20:19 PM +0000,,,,13,13,500254,,,,,,,,,,,,PEDESTRIAN AND BIKE PATH LINK,,150.33177514931015,aaf8b20f-6629-4246-9d3d-5a8c1cfd46e7,,,PEDESTRIAN AND BIKE PATH LINK,PEDESTRIAN AND BIKE PATH LINK,6,5-pedestrian and bike path link,False
"MULTILINESTRING ((-73.961699769972 40.731540585777, -73.961496471899 40.731550359501, -73.961519968613 40.731693266528))",178677,,,,,11222.0,11222.0,2,,NV,6,,,113856,,,,,,,,,3,,,,,,,N,,108.92754159,,,,,02/14/2017 12:16:55 PM +0000,05/02/2022 04:20:19 PM +0000,,,,13,13,300563,,,,,,,,,,,,PEDESTRIAN AND BIKE PATH LINK,,43.83235848165715,8b2e677d-ae89-482b-a8d3-181630fb872d,,,PEDESTRIAN AND BIKE PATH LINK,PEDESTRIAN AND BIKE PATH LINK,1,3-pedestrian and bike path link,False
"MULTILINESTRING ((-74.076602531208 40.605939578625, -74.076360351253 40.605897218998, -74.076120672848 40.605847273097, -74.07588390488 40.605789826114), (-74.07588390488 40.605789826114, -74.075650452577 40.605724976726, -74.075420712841 40.605652834937, -74.075195077599 40.605573523795))",182292,,,,,10305.0,10305.0,2,,FT,9,,,115132,,,,,,,,V,5,,,,,,,N,,413.99854555,,,,,08/29/2017 10:48:33 AM +0000,10/04/2023 11:34:55 AM +0000,,3.0,,9,9,510210,C,,,,,,,,,,,STATEN ISLAND EXPY EB ET 15,,166.0308976834318,101a76d7-5abe-4ecf-a77b-d4805c4d0590,,,STATEN ISLAND EXPY EB ET 15,STATEN ISLAND EXPY EB ET 15,6,5-staten island expy eb et 15,False
"MULTILINESTRING ((-73.999403707212 40.695155754537, -73.999423602184 40.695365640641))",203870,,,,,11201.0,11201.0,2,,NV,6,,,133582,,,,,,,,,3,,,,,,,N,,73.23049198,,,,,10/15/2024 12:03:08 PM +0000,10/15/2024 02:26:40 PM +0000,,,,13,13,300301,,,,,,,,,,,,BROOKLYN WATERFRONT GREENWAY,,30.89559201166144,e1760164-19d8-45df-b4cd-2cacb1c8ed93,,,BROOKLYN WATERFRONT GREENWAY,BROOKLYN WATERFRONT GREENWAY,1,3-brooklyn waterfront greenway,False
"MULTILINESTRING ((-73.895504813584 40.888811666797, -73.895378907045 40.888782736476, -73.895250952533 40.88875955145, -73.895121404814 40.888742194125), (-73.895121404814 40.888742194125, -73.894990724726 40.888730726029, -73.894859376302 40.888725188064, -73.894727826373 40.888725599914))",128273,,,,,10471.0,10471.0,2,1.0,NV,6,,,101249,,,,,,,,D,2,,,,,,,N,,,,,,,04/26/2011 03:28:39 PM +0000,04/19/2018 03:17:01 PM +0000,,,,13,13,200179,,,,,,,,,,,,VAN CORTLANDT PARK GREENWAY,TW,87.87563712414807,971ad881-17fb-41ec-948e-08b04576a389,,,VAN CORTLANDT PARK GREENWAY,VAN CORTLANDT PARK GREENWAY,5,2-van cortlandt park greenway,False
"MULTILINESTRING ((-73.88021914301 40.837440150514, -73.880538730177 40.837504542972))",200759,,,,,10460.0,10460.0,2,,FT,9,,,132047,,,,,,,,,2,,,,,,,N,,91.49169821,,,,,07/19/2023 11:19:37 AM +0000,10/10/2024 10:09:48 AM +0000,,3.0,,17,17,210080,V,,,,,,,,,,,SHERIDAN BOULEVARD NB ET,,36.81628461228264,3b4c0a90-43ca-495e-8404-228309364d5d,,,SHERIDAN BOULEVARD NB ET,SHERIDAN BOULEVARD NB ET,5,2-sheridan boulevard nb et,False
"MULTILINESTRING ((-73.962862458931 40.574988354655, -73.961034706719 40.575084537835))",109420,401,599,0,0,11235.0,11235.0,2,1.0,NV,5,,,98892,,,,,,,,D,3,,X,,2A,2A,,N,,508.95822046,,,,,11/29/2007 12:00:00 AM +0000,04/19/2018 02:55:44 PM +0000,,,,13,13,320030,,,,,,,,,,E,,BOARDWALK  E,TW,203.9521803513072,a83b90fd-455b-454b-a77c-735fb2ef2597,,,BOARDWALK,BOARDWALK E,2,3-boardwalk east,False
"MULTILINESTRING ((-73.920923849989 40.781017669578, -73.921025664934 40.781007551757, -73.921126049956 40.78099113708, -73.92122433224 40.780968535561, -73.921319853065 40.780939898676, -73.921411972216 40.780905418351, -73.92150007228 40.780865325678, -73.921583562779 40.780819889361), (-73.921583562779 40.780819889361, -73.921672520254 40.780761823216, -73.921756715337 40.780699789581, -73.921835842308 40.780634013695))",186228,,,,,11105.0,11105.0,2,,NV,6,,,116445,,,,,,,,,4,,,,,,,N,,453.13283066,,,,,05/17/2019 10:08:42 AM +0000,05/20/2019 01:31:17 PM +0000,,,,13,13,400630,,,,,,,,,,,,ASTORIA PARK PATH,,119.2924889026024,3aeca6a2-52d1-4c74-a3d1-0486846286a1,,,ASTORIA PARK PATH,ASTORIA PARK PATH,4,4-astoria park path,False
"MULTILINESTRING ((-73.739550795227 40.665264260212, -73.739795309966 40.66516643464, -73.739975452006 40.664967066296, -73.740218857809 40.665020618124, -73.740395409255 40.665055671342, -73.740553165862 40.665104951998), (-73.740553165862 40.665104951998, -73.74056164211 40.665108258168, -73.74057046839 40.665110981975, -73.740579575863 40.665113102176, -73.740588893495 40.665114602233, -73.740598348614 40.665115470447, -73.740607867476 40.665115700047, -73.74061737584 40.665115289242), (-73.74061737584 40.665115289242, -73.740692364989 40.665107304677, -73.740796826117 40.665093270503, -73.740957560734 40.6650650927), (-73.740957560734 40.6650650927, -73.74097731098 40.665061960261, -73.740996606534 40.665057476127, -73.741015288203 40.665051677294, -73.741033201859 40.665044611604, -73.741050199711 40.665036337348, -73.741066141523 40.665026922792, -73.741080895769 40.665016445607), (-73.741080895769 40.665016445607, -73.741102098829 40.664992100588, -73.741120628911 40.664966522044, -73.741136363009 40.664939879766, -73.741149196681 40.664912350607, -73.741159044735 40.664884117307), (-73.741159044735 40.664884117307, -73.741190503882 40.664798696461, -73.741217622663 40.664712416927, -73.741240360899 40.664625406536), (-73.741240360899 40.664625406536, -73.741241947989 40.664623916966, -73.741243703051 40.664622540993, -73.741245612125 40.664621289563, -73.741247660027 40.664620172629, -73.741249830467 40.664619199076, -73.741252106181 40.664618376646, -73.741254469069 40.664617711882, -73.741256900335 40.664617210072, -73.741259380642 40.664616875207, -73.74126189026 40.664616709949, -73.741264409228 40.664616715615, -73.74126691751 40.664616892158, -73.741269395155 40.664617238175, -73.741271822455 40.664617750913, -73.741274180104 40.664618426294, -73.741276449349 40.664619258946, -73.741278612139 40.664620242246, -73.741280651273 40.664621368372, -73.74128255053 40.664622628368, -73.741284294804 40.664624012211, -73.74128587022 40.664625508894), (-73.74128587022 40.664625508894, -73.741418195671 40.664703619155, -73.741448074593 40.664721256224))",176263,,,,,11422.0,11422.0,2,1.0,NV,6,,,112758,,,,,,,,D,4,,,,,,,N,,,,,,,04/20/2011 05:04:45 PM +0000,10/04/2023 11:34:25 AM +0000,,,,13,13,400290,V,,,,,,,,,,,BROOKVILLE PARK GREENWAY,TW,284.7718343898688,6627b8ea-0b40-4d2c-a3a7-724b77c9169c,,,BROOKVILLE PARK GREENWAY,BROOKVILLE PARK GREENWAY,3,4-brookville park greenway,False
"MULTILINESTRING ((-73.981362618759 40.647326578348, -73.981330166043 40.647189899778))",195166,,,,,11232.0,11232.0,2,1.0,NV,1,,,121938,,,,,,,,,3,,,,,,,N,,50.55634851,,,,,05/11/2022 08:40:23 AM +0000,10/02/2023 02:22:33 PM +0000,,,,13,13,301202,V,,,,,,,,,,,DAHILL ROAD BIKE LINK,TW,20.375931865255183,a16497b6-735e-4f3b-ae48-ff58c7944b21,,,DAHILL ROAD BIKE LINK,DAHILL ROAD BIKE LINK,1,3-dahill road bike link,False
"MULTILINESTRING ((-73.875710884645 40.643052938602, -73.875612908385 40.643016103033))",179703,,,,,11239.0,11239.0,2,1.0,NV,6,,,114344,,,,,,,,,3,,,,,,,N,,30.321705,,,,,04/04/2017 03:49:18 PM +0000,05/02/2022 04:08:05 PM +0000,,,,13,13,300563,,,,,,,,,,,,PEDESTRIAN AND BIKE PATH LINK,TW,12.172075552887453,7dd66fa7-3ecd-4de7-9d26-418641454971,,,PEDESTRIAN AND BIKE PATH LINK,PEDESTRIAN AND BIKE PATH LINK,2,3-pedestrian and bike path link,False
"MULTILINESTRING ((-73.99957843653 40.693985788906, -73.999560935415 40.694030316402, -73.99954863102 40.694075840345, -73.99954161812 40.694122010085, -73.99953995073 40.694168469997, -73.999543641696 40.694214862223), (-73.999543641696 40.694214862223, -73.999545048725 40.694241185947, -73.999547240033 40.694267478588, -73.999550214492 40.694293726609))",203864,,,,,11201.0,11201.0,2,,NV,6,,,133590,,,,,,,,,3,,,,,,,N,,112.46339003,,,,,10/15/2024 12:05:55 PM +0000,10/15/2024 02:26:40 PM +0000,,,,13,13,300301,,,,,,,,,,,,BROOKLYN WATERFRONT GREENWAY,,45.719384196553605,aa1e0d26-f66c-481d-b2d9-2805a6a0f382,,,BROOKLYN WATERFRONT GREENWAY,BROOKLYN WATERFRONT GREENWAY,1,3-brooklyn waterfront greenway,False
"MULTILINESTRING ((-74.001815838236 40.761500105271, -74.001802320397 40.761487969661, -74.001787350354 40.761476863141, -74.001771062958 40.761466885759), (-74.001771062958 40.761466885759, -74.001753605042 40.761458127139, -74.001735133717 40.761450666421, -74.001715815373 40.761444570812))",193583,,,,,10019.0,10019.0,2,,FT,13,,,119805,,,,,,,,,1,,,,,,,N,,34.77802521,,,,,06/15/2021 08:34:32 AM +0000,10/15/2021 10:54:17 AM +0000,,,,13,13,110025,V,,,,,,,,,,,CONNECTOR,,13.989149510046584,7734c73a-cc9d-4aa9-a6eb-abdc0c5f74e5,,,CONNECTOR,CONNECTOR,1,1-connector,False
