normalized_street_name,Vol
5-amboy road,109.33333333333333
5-arthur kill road,108.7906905993307
5-barlow avenue,6.25
5-bay street,154.61923076923077
5-beach avenue,23.6525974025974
5-billop avenue,166.5903846153846
5-brielle avenue,47.36363636363637
5-broadway,49.32727272727273
5-castleton avenue,38.69230769230769
5-clove road,143.93562874251498
5-delafield avenue,25.939560439560438
5-drumgoole road west,153.6346153846154
5-ferry terminal drive,25.818181818181817
5-forest avenue,150.2147435897436
5-fr capodanno boulevard,29.993589743589745
5-fresh kills bridge,388.50765014843574
5-glenwood place,24.714285714285715
5-goethals road north,72.61085972850678
5-greeley avenue,75.2871287128713
5-gulf avenue,122.31153846153846
5-guyon avenue,111.36585365853658
5-hannah street,95.0909090909091
5-huguenot avenue,116.4921875
5-hylan boulevard,250.59097633136093
5-korean war vets parkway,263.04063205417606
5-louis street,47.99038461538461
5-major avenue,12.921182266009852
5-manor road,61.49313186813187
5-martling avenue,170.64423076923077
5-meeker avenue,91.46832579185521
5-milford drive,30.399092970521544
5-moon avenue,351.6921850079745
5-morley avenue,90.92307692307692
5-new dorp lane,57.24650349650349
5-nome avenue,47.08904109589041
5-ocean terrace,22.094276094276093
5-page avenue,58.8125
5-purcell street,38.98039215686274
5-richmond avenue,291.0432692307692
5-richmond road,166.99955277280858
5-rockland avenue,125.27266483516483
5-sand lane,28.80952380952381
5-steinway avenue,31.318181818181817
5-surf avenue,75.01602564102564
5-targee street,148.94970414201183
5-tarlton street,143.2871012482663
5-tioga street,21.706043956043956
5-todt hill road,119.25824175824175
5-trantor place,56.39102564102564
5-uss iowa circle,316.1650485436893
5-van duzer street,113.29395604395604
5-vanderbilt avenue,65.60714285714286
5-victory boulevard,165.3969252271139
5-webster avenue,40.5
